from,to,phase_from,phase_to
ImagingPanel.Rotate,SegmentationTool.Draw,Phase B,Phase B
SegmentationTool.Draw,Navigation.BackStep,Phase B,Phase B
Navigation.BackStep,AnatomyMap.MarkPoint,Phase B,Phase B
AnatomyMap.MarkPoint,EnergyControl.SetDuration,Phase B,Phase C
EnergyControl.SetDuration,EnergyControl.SetDuration,Phase C,Phase C
EnergyControl.SetDuration,EnergyControl.Abort,Phase C,Phase C
EnergyControl.Abort,EnergyControl.SetPower,Phase C,Phase C
EnergyControl.SetPower,EnergyControl.SetDuration,Phase C,Phase C
EnergyControl.SetDuration,ContactSensor.Confirm,Phase C,Phase C
ContactSensor.Confirm,EnergyControl.Abort,Phase C,Phase C
EnergyControl.Abort,WaveformViewer.Pause,Phase C,Phase C
WaveformViewer.Pause,EnergyControl.SetDuration,Phase C,Phase C
EnergyControl.SetDuration,ContactSensor.Confirm,Phase C,Phase C
ContactSensor.Confirm,WaveformViewer.Resume,Phase C,Phase C
WaveformViewer.Resume,ContactSensor.Confirm,Phase C,Phase C
ContactSensor.Confirm,EnergyControl.SetPower,Phase C,Phase C
EnergyControl.SetPower,EnergyControl.SetDuration,Phase C,Phase C
EnergyControl.SetDuration,EnergyControl.SetDuration,Phase C,Phase C
EnergyControl.SetDuration,EnergyControl.Abort,Phase C,Phase C
EnergyControl.Abort,EnergyControl.Abort,Phase C,Phase C
EnergyControl.Abort,ContactSensor.Confirm,Phase C,Phase C
ContactSensor.Confirm,ContactSensor.Confirm,Phase C,Phase C
ContactSensor.Confirm,LesionMap.MarkLesion,Phase C,Phase C
LesionMap.MarkLesion,LesionMap.ReviewLesion,Phase C,Phase C
LesionMap.ReviewLesion,EnergyControl.SetPower,Phase C,Phase D
EnergyControl.SetPower,WaveformViewer.Zoom,Phase D,Phase D
WaveformViewer.Zoom,LesionMap.DeleteLesion,Phase D,Phase D
LesionMap.DeleteLesion,LesionMap.DeleteLesion,Phase D,Phase D
LesionMap.DeleteLesion,LesionMap.ReviewLesion,Phase D,Phase D
LesionMap.ReviewLesion,LesionMap.ReviewLesion,Phase D,Phase D
LesionMap.ReviewLesion,OutcomeTracker.FlagAnomaly,Phase D,Phase D
OutcomeTracker.FlagAnomaly,WaveformViewer.SelectChannel,Phase D,Phase D
WaveformViewer.SelectChannel,LesionMap.ReviewLesion,Phase D,Phase D
LesionMap.ReviewLesion,WaveformViewer.Zoom,Phase D,Phase D
WaveformViewer.Zoom,EnergyControl.SetPower,Phase D,Phase D
EnergyControl.SetPower,LesionMap.DeleteLesion,Phase D,Phase D
LesionMap.DeleteLesion,OutcomeTracker.FlagAnomaly,Phase D,Phase D
OutcomeTracker.FlagAnomaly,LesionMap.DeleteLesion,Phase D,Phase D
LesionMap.DeleteLesion,EnergyControl.SetPower,Phase D,Phase D
EnergyControl.SetPower,WaveformViewer.Zoom,Phase D,Phase D
WaveformViewer.Zoom,LesionMap.DeleteLesion,Phase D,Phase D
LesionMap.DeleteLesion,EnergyControl.DeliverEnergy,Phase D,Phase D
EnergyControl.DeliverEnergy,EnergyControl.SetPower,Phase D,Phase D
EnergyControl.SetPower,LesionMap.MarkLesion,Phase D,Phase D
LesionMap.MarkLesion,LesionMap.MarkLesion,Phase D,Phase D
LesionMap.MarkLesion,WaveformViewer.Zoom,Phase D,Phase D
WaveformViewer.Zoom,EnergyControl.SetDuration,Phase D,Phase D
EnergyControl.SetDuration,EnergyControl.DeliverEnergy,Phase D,Phase D
EnergyControl.DeliverEnergy,LesionMap.MarkLesion,Phase D,Phase D
LesionMap.MarkLesion,WaveformViewer.Zoom,Phase D,Phase D
WaveformViewer.Zoom,EnergyControl.SetPower,Phase D,Phase D
EnergyControl.SetPower,EnergyControl.SetDuration,Phase D,Phase D
EnergyControl.SetDuration,LesionMap.ReviewLesion,Phase D,Phase D
LesionMap.ReviewLesion,WaveformViewer.Zoom,Phase D,Phase D
WaveformViewer.Zoom,WaveformViewer.SelectChannel,Phase D,Phase D
WaveformViewer.SelectChannel,EnergyControl.SetPower,Phase D,Phase D
EnergyControl.SetPower,EnergyControl.SetPower,Phase D,Phase D
EnergyControl.SetPower,LesionMap.ReviewLesion,Phase D,Phase D
LesionMap.ReviewLesion,EnergyControl.SetDuration,Phase D,Phase D
EnergyControl.SetDuration,EnergyControl.SetPower,Phase D,Phase D
EnergyControl.SetPower,WaveformViewer.SelectChannel,Phase D,Phase D
WaveformViewer.SelectChannel,LesionMap.DeleteLesion,Phase D,Phase D
LesionMap.DeleteLesion,LesionMap.MarkLesion,Phase D,Phase D
LesionMap.MarkLesion,EnergyControl.SetPower,Phase D,Phase D
EnergyControl.SetPower,LesionMap.DeleteLesion,Phase D,Phase D
LesionMap.DeleteLesion,EnergyControl.SetDuration,Phase D,Phase D
EnergyControl.SetDuration,EnergyControl.SetDuration,Phase D,Phase D
EnergyControl.SetDuration,EnergyControl.SetPower,Phase D,Phase D
EnergyControl.SetPower,LesionMap.FinalReview,Phase D,Phase E
LesionMap.FinalReview,ValidationPanel.RunCheck,Phase E,Phase E
ValidationPanel.RunCheck,ValidationPanel.ReviewResult,Phase E,Phase E
ValidationPanel.ReviewResult,OutcomeTracker.ExportData,Phase E,Phase E
OutcomeTracker.ExportData,WaveformViewer.FinalCapture,Phase E,Phase E
WaveformViewer.FinalCapture,OutcomeTracker.Summary,Phase E,Phase E
OutcomeTracker.Summary,ValidationPanel.ReviewResult,Phase E,Phase E
ValidationPanel.ReviewResult,ValidationPanel.RunCheck,Phase E,Phase E
ValidationPanel.RunCheck,LesionMap.ConfirmComplete,Phase E,Phase E
LesionMap.ConfirmComplete,ValidationPanel.ReviewResult,Phase E,Phase E
ValidationPanel.ReviewResult,ValidationPanel.RunCheck,Phase E,Phase E
ValidationPanel.RunCheck,WaveformViewer.FinalCapture,Phase E,Phase E
WaveformViewer.FinalCapture,OutcomeTracker.ExportData,Phase E,Phase E
OutcomeTracker.ExportData,ValidationPanel.ReviewResult,Phase E,Phase E
ValidationPanel.ReviewResult,LesionMap.ConfirmComplete,Phase E,Phase E
LesionMap.ConfirmComplete,ValidationPanel.RunCheck,Phase E,Phase E
ValidationPanel.RunCheck,LesionMap.FinalReview,Phase E,Phase E
LesionMap.FinalReview,LesionMap.FinalReview,Phase E,Phase E
LesionMap.FinalReview,WaveformViewer.FinalCapture,Phase E,Phase E
WaveformViewer.FinalCapture,ValidationPanel.RunCheck,Phase E,Phase E
ValidationPanel.RunCheck,OutcomeTracker.Summary,Phase E,Phase E
OutcomeTracker.Summary,LesionMap.ConfirmComplete,Phase E,Phase E
LesionMap.ConfirmComplete,ReportGenerator.FillFields,Phase E,Phase F
ReportGenerator.FillFields,ReportGenerator.OpenTemplate,Phase F,Phase F
ReportGenerator.OpenTemplate,PatientRecord.Close,Phase F,Phase F
PatientRecord.Close,ReportGenerator.OpenTemplate,Phase F,Phase F
ReportGenerator.OpenTemplate,ReportGenerator.OpenTemplate,Phase F,Phase F
ReportGenerator.OpenTemplate,ReportGenerator.Export,Phase F,Phase F
ReportGenerator.Export,ReportGenerator.OpenTemplate,Phase F,Phase F
ReportGenerator.OpenTemplate,ReportGenerator.FillFields,Phase F,Phase F
ReportGenerator.FillFields,ReportGenerator.Preview,Phase F,Phase F
ReportGenerator.Preview,PatientRecord.Save,Phase F,Phase F
PatientRecord.Save,ReportGenerator.Preview,Phase F,Phase F
ReportGenerator.Preview,ReportGenerator.FillFields,Phase F,Phase F
ReportGenerator.FillFields,ReportGenerator.Export,Phase F,Phase F
ReportGenerator.Export,ReportGenerator.FillFields,Phase F,Phase F
ReportGenerator.FillFields,ReportGenerator.Preview,Phase F,Phase F
ReportGenerator.Preview,ReportGenerator.FillFields,Phase F,Phase F
ReportGenerator.FillFields,ReportGenerator.FillFields,Phase F,Phase F
ReportGenerator.FillFields,ReportGenerator.FillFields,Phase F,Phase F
ReportGenerator.FillFields,PatientRecord.Close,Phase F,Phase F
PatientRecord.Close,PatientRecord.Close,Phase F,Phase F
PatientRecord.Close,PatientRecord.Save,Phase F,Phase F
PatientRecord.Save,ReportGenerator.Preview,Phase F,Phase F
ReportGenerator.Preview,ReportGenerator.Export,Phase F,Phase F
ReportGenerator.Export,ReportGenerator.OpenTemplate,Phase F,Phase F
ReportGenerator.OpenTemplate,ReportGenerator.Preview,Phase F,Phase F
ReportGenerator.Preview,PatientRecord.Save,Phase F,Phase F
PatientRecord.Save,SystemCheck.Shutdown,Phase F,Phase F
SystemCheck.Shutdown,ReportGenerator.OpenTemplate,Phase F,Phase F
ReportGenerator.OpenTemplate,PatientRecord.Close,Phase F,Phase F
PatientRecord.Close,ReportGenerator.Export,Phase F,Phase F
ReportGenerator.Export,PatientRecord.Save,Phase F,Phase F
PatientRecord.Save,ReportGenerator.FillFields,Phase F,Phase F
ReportGenerator.FillFields,ReportGenerator.Preview,Phase F,Phase F
ReportGenerator.Preview,ReportGenerator.Export,Phase F,Phase F
ReportGenerator.Export,ReportGenerator.Preview,Phase F,Phase F
ReportGenerator.Preview,PatientRecord.Save,Phase F,Phase F
PatientRecord.Save,ReportGenerator.FillFields,Phase F,Phase F
ReportGenerator.FillFields,ReportGenerator.FillFields,Phase F,Phase F
ReportGenerator.FillFields,ReportGenerator.OpenTemplate,Phase F,Phase F
ReportGenerator.OpenTemplate,ReportGenerator.Export,Phase F,Phase F
ReportGenerator.Export,ReportGenerator.OpenTemplate,Phase F,Phase F
ReportGenerator.OpenTemplate,ReportGenerator.OpenTemplate,Phase F,Phase F
ReportGenerator.OpenTemplate,ReportGenerator.Export,Phase F,Phase F
ReportGenerator.Export,ReportGenerator.OpenTemplate,Phase F,Phase F
ReportGenerator.OpenTemplate,ReportGenerator.Export,Phase F,Phase F
ReportGenerator.Export,ReportGenerator.OpenTemplate,Phase F,Phase F
ReportGenerator.OpenTemplate,ReportGenerator.FillFields,Phase F,Phase F
ReportGenerator.FillFields,ReportGenerator.FillFields,Phase F,Phase F
ReportGenerator.FillFields,ReportGenerator.Preview,Phase F,Phase F
ReportGenerator.Preview,ReportGenerator.Export,Phase F,Phase F
CatheterConfig.SelectType,PatientDemographics.Confirm,Phase A,Phase A
PatientDemographics.Confirm,ProcedureSetup.SelectProtocol,Phase A,Phase A
ProcedureSetup.SelectProtocol,SystemCheck.Confirm,Phase A,Phase A
SystemCheck.Confirm,PatientDemographics.Confirm,Phase A,Phase A
PatientDemographics.Confirm,PatientDemographics.Confirm,Phase A,Phase A
PatientDemographics.Confirm,PatientDemographics.Confirm,Phase A,Phase A
PatientDemographics.Confirm,PatientDemographics.Load,Phase A,Phase A
PatientDemographics.Load,CatheterConfig.Confirm,Phase A,Phase A
CatheterConfig.Confirm,PatientDemographics.Confirm,Phase A,Phase A
PatientDemographics.Confirm,ProcedureSetup.ConfirmProtocol,Phase A,Phase A
ProcedureSetup.ConfirmProtocol,PatientDemographics.Confirm,Phase A,Phase A
PatientDemographics.Confirm,PatientDemographics.Confirm,Phase A,Phase A
PatientDemographics.Confirm,PatientDemographics.Load,Phase A,Phase A
PatientDemographics.Load,PatientDemographics.Load,Phase A,Phase A
PatientDemographics.Load,ProcedureSetup.ConfirmProtocol,Phase A,Phase A
ProcedureSetup.ConfirmProtocol,PatientDemographics.Load,Phase A,Phase A
PatientDemographics.Load,PatientDemographics.Confirm,Phase A,Phase A
PatientDemographics.Confirm,PatientDemographics.Load,Phase A,Phase A
PatientDemographics.Load,ProcedureSetup.ConfirmProtocol,Phase A,Phase A
ProcedureSetup.ConfirmProtocol,SystemCheck.RunDiagnostics,Phase A,Phase A
SystemCheck.RunDiagnostics,PatientDemographics.Confirm,Phase A,Phase A
PatientDemographics.Confirm,CatheterConfig.SelectType,Phase A,Phase A
CatheterConfig.SelectType,ProcedureSetup.SelectProtocol,Phase A,Phase A
ProcedureSetup.SelectProtocol,PatientDemographics.Load,Phase A,Phase A
PatientDemographics.Load,CatheterConfig.Confirm,Phase A,Phase A
CatheterConfig.Confirm,SystemCheck.Confirm,Phase A,Phase A
SystemCheck.Confirm,ImagingPanel.Contrast,Phase A,Phase B
ImagingPanel.Contrast,Navigation.ForwardStep,Phase B,Phase B
Navigation.ForwardStep,AnatomyMap.MarkPoint,Phase B,Phase B
AnatomyMap.MarkPoint,ImagingPanel.Pan,Phase B,Phase B
ImagingPanel.Pan,ImagingPanel.Pan,Phase B,Phase B
ImagingPanel.Pan,ImagingPanel.Pan,Phase B,Phase B
ImagingPanel.Pan,ImagingPanel.Pan,Phase B,Phase B
ImagingPanel.Pan,ImagingPanel.Rotate,Phase B,Phase B
ImagingPanel.Rotate,Navigation.ForwardStep,Phase B,Phase B
Navigation.ForwardStep,ImagingPanel.ToggleOverlay,Phase B,Phase B
ImagingPanel.ToggleOverlay,AnatomyMap.SelectRegion,Phase B,Phase B
AnatomyMap.SelectRegion,ImagingPanel.ToggleOverlay,Phase B,Phase B
ImagingPanel.ToggleOverlay,ImagingPanel.ToggleOverlay,Phase B,Phase B
ImagingPanel.ToggleOverlay,ImagingPanel.Pan,Phase B,Phase B
ImagingPanel.Pan,ImagingPanel.Pan,Phase B,Phase B
ImagingPanel.Pan,ImagingPanel.Rotate,Phase B,Phase B
ImagingPanel.Rotate,ImagingPanel.Rotate,Phase B,Phase B
ImagingPanel.Rotate,ImagingPanel.Zoom,Phase B,Phase B
ImagingPanel.Zoom,ImagingPanel.Zoom,Phase B,Phase B
ImagingPanel.Zoom,SegmentationTool.Draw,Phase B,Phase B
SegmentationTool.Draw,ImagingPanel.Pan,Phase B,Phase B
ImagingPanel.Pan,ImagingPanel.Pan,Phase B,Phase B
ImagingPanel.Pan,Navigation.BackStep,Phase B,Phase B
Navigation.BackStep,AnatomyMap.ClearMark,Phase B,Phase B
AnatomyMap.ClearMark,ImagingPanel.Rotate,Phase B,Phase B
ImagingPanel.Rotate,ImagingPanel.Zoom,Phase B,Phase B
ImagingPanel.Zoom,AnatomyMap.ClearMark,Phase B,Phase B
AnatomyMap.ClearMark,ImagingPanel.Zoom,Phase B,Phase B
ImagingPanel.Zoom,ImagingPanel.Zoom,Phase B,Phase B
ImagingPanel.Zoom,ImagingPanel.ToggleOverlay,Phase B,Phase B
ImagingPanel.ToggleOverlay,ImagingPanel.ToggleOverlay,Phase B,Phase B
ImagingPanel.ToggleOverlay,AnatomyMap.ClearMark,Phase B,Phase B
AnatomyMap.ClearMark,ImagingPanel.Pan,Phase B,Phase B
ImagingPanel.Pan,AnatomyMap.MarkPoint,Phase B,Phase B
AnatomyMap.MarkPoint,ImagingPanel.ToggleOverlay,Phase B,Phase B
ImagingPanel.ToggleOverlay,AnatomyMap.MarkPoint,Phase B,Phase B
AnatomyMap.MarkPoint,AnatomyMap.ClearMark,Phase B,Phase B
AnatomyMap.ClearMark,ImagingPanel.Zoom,Phase B,Phase B
ImagingPanel.Zoom,AnatomyMap.SelectRegion,Phase B,Phase B
AnatomyMap.SelectRegion,EnergyControl.SetDuration,Phase B,Phase C
EnergyControl.SetDuration,LesionMap.MarkLesion,Phase C,Phase C
LesionMap.MarkLesion,WaveformViewer.Resume,Phase C,Phase C
WaveformViewer.Resume,WaveformViewer.Resume,Phase C,Phase C
WaveformViewer.Resume,EnergyControl.SetDuration,Phase C,Phase C
EnergyControl.SetDuration,EnergyControl.SetPower,Phase C,Phase C
EnergyControl.SetPower,EnergyControl.SetPower,Phase C,Phase C
EnergyControl.SetPower,EnergyControl.SetPower,Phase C,Phase C
EnergyControl.SetPower,EnergyControl.SetPower,Phase C,Phase C
EnergyControl.SetPower,WaveformViewer.Pause,Phase C,Phase C
WaveformViewer.Pause,EnergyControl.SetDuration,Phase C,Phase C
EnergyControl.SetDuration,WaveformViewer.Resume,Phase C,Phase C
WaveformViewer.Resume,ContactSensor.CheckForce,Phase C,Phase C
ContactSensor.CheckForce,ContactSensor.CheckForce,Phase C,Phase C
ContactSensor.CheckForce,WaveformViewer.Pause,Phase C,Phase C
WaveformViewer.Pause,EnergyControl.SetDuration,Phase C,Phase C
EnergyControl.SetDuration,EnergyControl.DeliverEnergy,Phase C,Phase C
EnergyControl.DeliverEnergy,EnergyControl.SetDuration,Phase C,Phase C
EnergyControl.SetDuration,EnergyControl.SetDuration,Phase C,Phase C
EnergyControl.SetDuration,EnergyControl.SetPower,Phase C,Phase C
EnergyControl.SetPower,WaveformViewer.Pause,Phase C,Phase C
WaveformViewer.Pause,WaveformViewer.Pause,Phase C,Phase C
WaveformViewer.Pause,EnergyControl.SetPower,Phase C,Phase C
EnergyControl.SetPower,EnergyControl.SetDuration,Phase C,Phase C
EnergyControl.SetDuration,WaveformViewer.Pause,Phase C,Phase C
WaveformViewer.Pause,WaveformViewer.Pause,Phase C,Phase C
WaveformViewer.Pause,EnergyControl.SetPower,Phase C,Phase C
EnergyControl.SetPower,WaveformViewer.Pause,Phase C,Phase C
WaveformViewer.Pause,EnergyControl.SetPower,Phase C,Phase C
EnergyControl.SetPower,EnergyControl.Abort,Phase C,Phase C
EnergyControl.Abort,LesionMap.ReviewLesion,Phase C,Phase C
LesionMap.ReviewLesion,WaveformViewer.Resume,Phase C,Phase C
WaveformViewer.Resume,LesionMap.MarkLesion,Phase C,Phase C
LesionMap.MarkLesion,EnergyControl.SetPower,Phase C,Phase C
EnergyControl.SetPower,EnergyControl.SetPower,Phase C,Phase C
EnergyControl.SetPower,LesionMap.ReviewLesion,Phase C,Phase C
LesionMap.ReviewLesion,EnergyControl.SetPower,Phase C,Phase C
EnergyControl.SetPower,EnergyControl.DeliverEnergy,Phase C,Phase C
EnergyControl.DeliverEnergy,EnergyControl.SetDuration,Phase C,Phase C
EnergyControl.SetDuration,LesionMap.ReviewLesion,Phase C,Phase C
LesionMap.ReviewLesion,LesionMap.ReviewLesion,Phase C,Phase C
LesionMap.ReviewLesion,ContactSensor.CheckForce,Phase C,Phase C
ContactSensor.CheckForce,EnergyControl.DeliverEnergy,Phase C,Phase C
EnergyControl.DeliverEnergy,EnergyControl.DeliverEnergy,Phase C,Phase C
EnergyControl.DeliverEnergy,WaveformViewer.Zoom,Phase C,Phase D
WaveformViewer.Zoom,LesionMap.DeleteLesion,Phase D,Phase D
LesionMap.DeleteLesion,ContactSensor.CheckForce,Phase D,Phase D
ContactSensor.CheckForce,OutcomeTracker.FlagAnomaly,Phase D,Phase D
OutcomeTracker.FlagAnomaly,EnergyControl.DeliverEnergy,Phase D,Phase D
EnergyControl.DeliverEnergy,LesionMap.DeleteLesion,Phase D,Phase D
LesionMap.DeleteLesion,LesionMap.DeleteLesion,Phase D,Phase D
LesionMap.DeleteLesion,OutcomeTracker.RecordResult,Phase D,Phase D
OutcomeTracker.RecordResult,EnergyControl.DeliverEnergy,Phase D,Phase D
EnergyControl.DeliverEnergy,ContactSensor.CheckForce,Phase D,Phase D
ContactSensor.CheckForce,EnergyControl.SetDuration,Phase D,Phase D
EnergyControl.SetDuration,LesionMap.MarkLesion,Phase D,Phase D
LesionMap.MarkLesion,EnergyControl.SetDuration,Phase D,Phase D
EnergyControl.SetDuration,EnergyControl.DeliverEnergy,Phase D,Phase D
EnergyControl.DeliverEnergy,EnergyControl.SetPower,Phase D,Phase D
EnergyControl.SetPower,WaveformViewer.SelectChannel,Phase D,Phase D
WaveformViewer.SelectChannel,LesionMap.MarkLesion,Phase D,Phase D
LesionMap.MarkLesion,EnergyControl.SetPower,Phase D,Phase D
EnergyControl.SetPower,EnergyControl.DeliverEnergy,Phase D,Phase D
EnergyControl.DeliverEnergy,LesionMap.DeleteLesion,Phase D,Phase D
LesionMap.DeleteLesion,LesionMap.DeleteLesion,Phase D,Phase D
LesionMap.DeleteLesion,EnergyControl.SetPower,Phase D,Phase D
EnergyControl.SetPower,LesionMap.MarkLesion,Phase D,Phase D
LesionMap.MarkLesion,LesionMap.ReviewLesion,Phase D,Phase D
LesionMap.ReviewLesion,LesionMap.MarkLesion,Phase D,Phase D
LesionMap.MarkLesion,LesionMap.MarkLesion,Phase D,Phase D
LesionMap.MarkLesion,LesionMap.DeleteLesion,Phase D,Phase D
LesionMap.DeleteLesion,LesionMap.ReviewLesion,Phase D,Phase D
LesionMap.ReviewLesion,EnergyControl.SetDuration,Phase D,Phase D
EnergyControl.SetDuration,EnergyControl.SetDuration,Phase D,Phase D
EnergyControl.SetDuration,LesionMap.DeleteLesion,Phase D,Phase D
LesionMap.DeleteLesion,EnergyControl.DeliverEnergy,Phase D,Phase D
EnergyControl.DeliverEnergy,WaveformViewer.SelectChannel,Phase D,Phase D
WaveformViewer.SelectChannel,LesionMap.MarkLesion,Phase D,Phase D
LesionMap.MarkLesion,EnergyControl.SetDuration,Phase D,Phase D
EnergyControl.SetDuration,OutcomeTracker.RecordResult,Phase D,Phase D
OutcomeTracker.RecordResult,OutcomeTracker.RecordResult,Phase D,Phase D
OutcomeTracker.RecordResult,LesionMap.ReviewLesion,Phase D,Phase D
LesionMap.ReviewLesion,LesionMap.ReviewLesion,Phase D,Phase D
LesionMap.ReviewLesion,ContactSensor.CheckForce,Phase D,Phase D
ContactSensor.CheckForce,LesionMap.MarkLesion,Phase D,Phase D
LesionMap.MarkLesion,LesionMap.MarkLesion,Phase D,Phase D
LesionMap.MarkLesion,EnergyControl.SetDuration,Phase D,Phase D
EnergyControl.SetDuration,LesionMap.MarkLesion,Phase D,Phase D
LesionMap.MarkLesion,LesionMap.MarkLesion,Phase D,Phase D
LesionMap.MarkLesion,LesionMap.ConfirmComplete,Phase D,Phase E
LesionMap.ConfirmComplete,OutcomeTracker.Summary,Phase E,Phase E
OutcomeTracker.Summary,ValidationPanel.ReviewResult,Phase E,Phase E
ValidationPanel.ReviewResult,ValidationPanel.ReviewResult,Phase E,Phase E
ValidationPanel.ReviewResult,LesionMap.ConfirmComplete,Phase E,Phase E
LesionMap.ConfirmComplete,LesionMap.ConfirmComplete,Phase E,Phase E
LesionMap.ConfirmComplete,ValidationPanel.ReviewResult,Phase E,Phase E
ValidationPanel.ReviewResult,ValidationPanel.RunCheck,Phase E,Phase E
ValidationPanel.RunCheck,OutcomeTracker.Summary,Phase E,Phase E
OutcomeTracker.Summary,OutcomeTracker.Summary,Phase E,Phase E
OutcomeTracker.Summary,ValidationPanel.ReviewResult,Phase E,Phase E
ValidationPanel.ReviewResult,ValidationPanel.RunCheck,Phase E,Phase E
ValidationPanel.RunCheck,LesionMap.FinalReview,Phase E,Phase E
LesionMap.FinalReview,WaveformViewer.FinalCapture,Phase E,Phase E
WaveformViewer.FinalCapture,LesionMap.FinalReview,Phase E,Phase E
LesionMap.FinalReview,LesionMap.FinalReview,Phase E,Phase E
LesionMap.FinalReview,LesionMap.ConfirmComplete,Phase E,Phase E
LesionMap.ConfirmComplete,ValidationPanel.ReviewResult,Phase E,Phase E
ValidationPanel.ReviewResult,ValidationPanel.RunCheck,Phase E,Phase E
ValidationPanel.RunCheck,ValidationPanel.RunCheck,Phase E,Phase E
ValidationPanel.RunCheck,WaveformViewer.FinalCapture,Phase E,Phase E
WaveformViewer.FinalCapture,ValidationPanel.RunCheck,Phase E,Phase E
ValidationPanel.RunCheck,ValidationPanel.RunCheck,Phase E,Phase E
ValidationPanel.RunCheck,LesionMap.FinalReview,Phase E,Phase E
LesionMap.FinalReview,WaveformViewer.FinalCapture,Phase E,Phase E
WaveformViewer.FinalCapture,ValidationPanel.RunCheck,Phase E,Phase E
ValidationPanel.RunCheck,ValidationPanel.RunCheck,Phase E,Phase E
ValidationPanel.RunCheck,ValidationPanel.ReviewResult,Phase E,Phase E
